id,is_iceberg
5941774d,-1.103948950767517
4023181e,-0.3070083260536194
b20200e4,0.14790375530719757
e7f018bb,-0.2643246650695801
4371c8c3,-0.4345475435256958
a8d9b1fd,-1.3696538209915161
29e7727e,-0.2201925665140152
92a51ffb,0.6003047227859497
c769ac97,-0.3657221794128418
aee0547d,1.229885220527649
565b28ac,0.06492502987384796
e04e9775,-2.4096813201904297
8e8161d1,-1.2901467084884644
4cf4d256,-0.7077215909957886
139e5324,1.5534065961837769
f156976f,-1.1237280368804932
68a117cc,0.14999142289161682
d9aa7a56,1.097582221031189
9005b143,-0.3586135506629944
5f6d3988,0.6782562136650085
9ad70954,0.6724687814712524
b9087b9e,-0.28315579891204834
a39a1427,-0.6640079617500305
82fbe8ed,-1.4546754360198975
1fae4879,-0.2693493962287903
6dd8f13d,-1.105087399482727
bbad5958,0.05154554173350334
54527583,0.534609854221344
be8fa29c,-0.7889598608016968
81a3328f,-0.1527649164199829
1a3c0ab3,-0.6521518230438232
4deeeb8b,1.2408390045166016
ac6d5632,0.34364646673202515
472dadb5,-0.978303074836731
96093f95,0.007875543087720871
f5b4e3df,-0.48262685537338257
e01a3c92,0.12782877683639526
001680af,-2.0486624240875244
8e639f33,-0.805662989616394
a2c16612,-0.6280798316001892
a6d76474,0.46576231718063354
19c47684,0.1619882583618164
015827b6,0.34319382905960083
7df7f7ce,-0.41827619075775146
0bbf1a3f,-0.22646482288837433
636cfbb7,-0.8518278002738953
7370030a,-0.05413021147251129
43aa97ad,1.3625251054763794
ba2b5e63,-0.46312904357910156
dfdd335b,0.05171395093202591
e79b13dc,-2.0344207286834717
dc32b195,0.08634814620018005
6d868590,-2.096790313720703
75fa59aa,0.15030056238174438
ffe50836,0.9245926737785339
a7bfd784,0.6072575449943542
b3d569e3,-3.2598276138305664
6c538c5b,0.8595425486564636
5c7c15f4,0.8886452317237854
0b745139,0.9340484738349915
fd14608e,0.9103462100028992
f0bc8305,-1.4188649654388428
a10ccb28,0.11998765170574188
543304c7,0.7068520784378052
6c3a4078,-0.75108802318573
9b73cc75,-1.0988324880599976
5c6c71b1,-0.4126785397529602
09ee9186,-1.4137206077575684
207c35cf,-2.0750951766967773
153c813e,-1.1348751783370972
5605d58b,-0.29304277896881104
642ca396,-0.34763312339782715
d32d72c0,-0.41969746351242065
16646a17,-2.103121042251587
384074af,0.7931541204452515
69bf1e8c,0.41745883226394653
9e90a054,-0.9062683582305908
89dbe7f7,0.054183900356292725
dbd27d22,-0.31283271312713623
a2ea1561,-2.560415029525757
d63402af,0.3516707420349121
1ac8bb92,1.0976545810699463
8beffca5,0.0905134379863739
46741f3e,1.7656103372573853
e5ee6aa7,-0.3387531638145447
5ecd892b,0.8957560062408447
69892166,-1.1980795860290527
2f725a81,-0.5391521453857422
810abfe4,1.3808313608169556
e6f973e6,0.06501968204975128
c60a5c46,1.080989956855774
c42b9e08,0.23624441027641296
c3f00c23,-0.08354334533214569
5307fdb8,-0.12036660313606262
3e4f005e,0.8841263055801392
4a4cc2e0,-1.3121756315231323
9bdd88d1,-0.3275013566017151
0d832bed,0.4768320322036743
14a134fa,-0.6168718934059143
